usefulCount,coolCount,funnyCount,tipCount,friendCount,reviewCount,avg_posting_rate,postive_ratio,average_content_similarityBM,reviewer_deviattion,membership_length,rev_duration,pn_ratio,capital_diversity,flagged
0,0,0,0,0,0,0,1,0,0.3923,0.0899,0,0.0206,0.2377,Y
0.0435,0,0,0,0.0002,0.0135,0.0445,0.44,0.205,0.1165,0.0225,0.0303,0.0206,0.0902,N
0,0,0,0,0.0002,0.0005,0,0.5,0.0157,0.4705,0.2921,0.145,0.0103,0.1112,Y
0,0,0,0,0.0002,0.013,0.0212,0.88,0.1433,0.1165,0.1124,0.1151,0.1237,0.2658,N
0,0,0,0,0,0,0,1,0,0.3923,0.1573,0,0.0206,0.1206,Y
0.0435,0,0.0714,0,0.0008,0.0075,0.0056,0.68,0.0948,0.7463,0.8539,0.6891,0.0206,0.0726,N
0,0,0,0,0,0.0005,0.0169,1,0.0956,0.1047,0.2022,0,0.0309,0.1464,Y
0.087,0,0.1429,0,0,0,0,0,0,0.7463,0.0674,0,0,0.1628,N
0,0,0,0,0,0.0045,0.0113,0.5,0.0734,0.4705,0.2809,0.188,0.0103,0.1042,Y
0,0,0,0,0.0006,0.0115,0.0277,0.68,0.1608,0.1165,0.2584,0.2735,0.0206,0.1276,N
0,0,0,0,0,0.005,0.0203,0.63,0.1218,0.3923,0.2584,0.0811,0.0412,0.2061,Y
0,0,0,0.0413,0.0018,0.0195,0.0098,0.7,0.1353,0.1165,0.0449,0.0561,0.1546,0.0972,N
0,0,0,0,0.0002,0.0135,0.0226,0.78,0.2482,0.1047,0.382,0.1375,0.2371,0.1815,Y
0,0,0,0,0.0004,0,0,0,0,0.1711,0.3933,0,0.0103,0.1557,N
0,0,0,0,0,0.002,0.0042,0.2,0.0713,0.1829,0.3708,0.0613,0,0.1171,Y
0.087,0,0,0,0,0.001,0,0.66,0.0971,0.3566,0.0562,0.0198,0.0309,0.1546,N
0,0,0,0,0,0.0115,0.0339,0.83,0.2273,0.1047,0.382,0.139,0.2165,0.1569,Y
0.1304,0,0,0,0,0.016,0.0141,0.72,0.1861,0.3566,0.3034,0.2661,0.0515,0.1112,N
0,0,0,0,0,0,0,0,0,0.7581,0.4045,0,0,0.1171,Y
0.0435,0,0,0,0.0002,0.0005,0,0.5,0.0087,0.2186,0.2247,0.219,0.0103,0.103,N
0,0,0,0,0,0.0025,0.0169,0.5,0.0769,0.0909,0.1011,0.0374,0.0206,0.1464,Y
0.0435,0,0,0,0,0.002,0.0169,1,0.4198,0.069,0.191,0.1708,0.0722,0.4684,N
0,0,0,0,0,0.0015,0.0169,0.75,0.0723,0.0909,0.4719,0.0101,0.0206,0.144,Y
0.0435,0,0,0.0667,0.0173,0.0396,0.0678,0.53,0.1656,0.069,0.2022,0.1551,0.0722,0.1347,N
0,0,0,0,0,0,0,1,0,0.3785,0.382,0,0.0206,0.1499,Y
0.087,0,0.0357,0,0.0016,0.0471,0.0427,0.68,0.1678,0.2186,0.1798,0.1719,0.0309,0.3126,N
0,0,0,0,0,0.0005,0,0,0,0.7719,0.4607,0.0348,0,0.123,Y
0.087,0,0,0,0.0179,0.1592,0.0085,0.61,0.1734,0.069,0.7753,0.7975,0.0515,0.1347,N
0,0,0,0,0,0.001,0.0339,0.33,0.0443,0.6854,0.0112,0,0,0.1499,Y
0,0,0,0,0.0004,0.026,0.0522,0.79,0.1717,0.2186,0.4944,0.5049,0.0412,0.1956,N
0,0,0,0,0,0.0025,0.0847,0.33,0.0954,0.1102,0.0112,0,0.0103,0.0902,Y
0,0,0,0,0.0012,0.029,0.0386,0.76,0.1558,0.069,0.764,0.7758,0.0619,0.1183,N
0,0,0,0,0,0.0035,0.0282,0.5,0.0233,0.3978,0.0225,0.0127,0.0103,0.1956,Y
0.0435,0.05,0.0357,0.0423,0.0169,0.1863,0.0232,0.58,0.2391,0.635,0.3371,0.3416,0.0103,0.137,N
0,0,0,0,0,0,0,0,0,0.6854,0.0225,0,0,0.2272,Y
0.0435,0,0,0.0254,0.0002,0.0571,0.0209,0.32,0.2457,0.0598,0.2921,0.2717,0,0.26,N
0,0,0,0,0,0,0,0,0,0.6854,0.0225,0,0,0.0855,Y
0,0,0,0,0,0.0075,0.0024,0.68,0.0823,0.635,0.573,0.5291,0.0206,0.1265,N
0,0,0,0,0.0002,0.0015,0,0.25,0.1424,0.6854,0.4045,0.1648,0,0.0761,Y
0,0,0,0.0106,0.0136,0.1002,0.054,0.34,0.3185,0.0598,0.4157,0.2063,0.0103,0.1429,N
0,0,0,0.0042,0,0.003,0.0226,1,0.0623,0.1775,0.0899,0.0011,0.0825,0.1253,Y
0,0,0,0.0275,0.002,0.0265,0.0288,0.42,0.1175,0.2278,0.382,0.2956,0.0103,0.096,N
0,0,0,0,0,0.0025,0.0169,0.5,0.1201,0.3978,0.1011,0.0213,0.0206,0.1019,Y
0,0,0,0.0011,0.012,0.1112,0.0369,0.55,0.2134,0.0598,0.5618,0.5792,0.0309,0.1054,N
0,0,0,0,0,0.0015,0.0508,0.25,0.1643,0.3978,0.1011,0,0,0.2166,Y
0,0,0,0.0561,0.0289,0.0561,0.0191,0.65,0.1678,0.2278,0.2809,0.29,0.0412,0,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0424,0.1775,0.1011,0,0.0206,0.4391,Y
0,0.05,0,0,0.011,0.1222,0.0222,0.5,0.2432,0.2278,0.5056,0.4652,0.0206,0.0995,N
0,0,0,0,0,0.001,0.0085,0.66,0.0363,0.1775,0.3933,0.2201,0.0103,0.1522,Y
0,0.1,0,0,0.0711,0.5108,0.024,0.49,0.2175,0.2278,0.809,0.8004,0.0309,0.1347,N
0,0,0,0,0,0,0,0,0,0.6854,0.427,0,0,0.2295,Y
0.0435,0.05,0,0,0.0018,0.016,0.0097,0.63,0.1416,0.5154,0.4719,0.4372,0.0206,0.1838,N
0,0,0,0.0011,0.0002,0.0095,0.0027,0.18,0.2065,0.6854,0.4607,0.4787,0,0.1054,Y
0.0435,0.05,0,0.2974,0.0783,0.2088,0.0113,0.7,0.2449,0.2278,0.6742,0.506,0.0722,0.1475,N
0,0,0,0,0.0036,0.0235,0.0138,0.67,0.1342,0.4651,0.382,0.3976,0.0309,0.1464,Y
0,0,0,0,0.0002,0.0225,0.0944,0.52,0.1363,0.3474,0.3034,0.1334,0.0206,0.1148,N
0,0,0,0,0,0,0,0,0,0.6854,0.1461,0,0,0.082,Y
0.2609,0.2,0,0,0.0199,0.0866,0.0153,0.62,0.186,0.635,0.7865,0.3019,0.0309,0.2002,N
0,0,0,0,0,0,0,0,0,0.3978,0.2022,0,0,0.1499,Y
0,0,0,0,0,0.0035,0.0024,0.5,0.094,0.635,0.573,0.0848,0.0103,0.1557,N
0,0,0,0,0,0,0,0,0,0.3978,0.2135,0,0,0.1171,Y
0,0,0,0,0.0002,0.014,0.0222,0.46,0.1734,0.0598,0.3371,0.2022,0.0103,0.1112,N
0,0,0,0,0,0,0,0,0,0.3978,0.2247,0,0,0.1557,Y
0,0,0,0,0,0.016,0.0242,0.73,0.2308,0.5154,0.2921,0.1667,0.0515,0.1464,N
0,0,0,0,0,0.009,0.0367,0.63,0.1392,0.1775,0.2921,0.074,0.0309,0.1464,Y
0,0,0.0714,0.0339,0.001,0.0085,0.0339,0.55,0.1214,0.2278,0.1685,0.046,0.0206,0.2541,N
0,0,0,0,0.0002,0.0005,0.0169,1,0.0247,0.1775,0.2584,0,0.0309,0.1674,Y
0,0,0,0,0.0004,0.0015,0,0.5,0.0352,0.3474,0.1573,0.0792,0.0103,0.2061,N
0,0,0,0,0,0,0,1,0,0.4651,0.2584,0,0.0206,0.0925,Y
0,0,0,0,0.0028,0.0936,0.007,0.53,0.125,0.2278,0.4045,0.4148,0.0103,0.1464,N
0,0,0,0,0.0002,0.0005,0,0.5,0.0076,0.3978,0.4719,0.2115,0.0103,0.1124,Y
0,0,0,0,0.0018,0.0045,0.0254,0.9,0.121,0.0598,0.1124,0.0359,0.1031,0.123,N
0,0,0,0,0.0841,0.0155,0.0433,0.5,0.2323,0.1775,0.2809,0.0232,0.0309,0.1546,Y
0,0,0,0,0.0066,0.0586,0.0164,0.74,0.1413,0.3474,0.4944,0.4174,0.0722,0.1581,N
0,0,0,0,0,0,0,0,0,0.3978,0.2809,0,0,0.0105,Y
0,0.05,0,0,0.0052,0.0906,0.0305,0.56,0.3555,0.2278,0.8764,0.5467,0.0309,0.1124,N
0,0,0,0,0,0,0,0,0,0.6854,0.2809,0,0,0.0843,Y
0.0435,0.05,0.0357,0.0021,0.0024,0.0556,0.0206,0.64,0.104,0.5154,0.6629,0.3643,0.0206,0,N
0,0,0,0,0,0,0,0,0,0.6854,0.2809,0,0,0.0316,Y
0.0435,0.05,0,0.0011,0.0592,0.4532,0.0455,0.56,0.2233,0.2278,0.573,0.4051,0.1134,0.1721,N
0,0,0,0,0,0.015,0.0235,0.58,0.2036,0.6854,0.4157,0.3853,0.0206,0.0902,Y
0.087,0,0,0,0.0291,0.3195,0.0491,0.61,0.2269,0.0598,0.6292,0.5049,0.0619,0.2143,N
0,0,0,0.0021,0.0016,0.01,0.0542,0.71,0.1236,0.3978,0.3146,0.0534,0.0206,0.1171,Y
0.087,0.1,0,0.0307,0.1331,0.4342,0.0143,0.59,0.1998,0.0598,0.7528,0.7754,0.0515,0.1511,N
0,0,0,0,0.0002,0.0065,0.0424,0.71,0.1457,0.4651,0.3034,0.0972,0.0206,0.1674,Y
0.087,0.15,0,0,0.0134,0.0921,0.0171,0.74,0.1813,0.5154,0.7528,0.7466,0.0412,0.1066,N
0,0,0,0,0.0004,0.0045,0.0042,0.9,0.0565,0.4651,0.618,0.5968,0.0515,0.2564,Y
0.087,0.15,0.0714,0.1323,0.0821,0.3125,0.0119,0.67,0.2044,0.2278,0.8876,0.8972,0.0412,0.1323,N
0,0,0,0,0,0,0,0,0,0.3978,0.3483,0,0,0.1511,Y
0,0,0,0.127,0.0096,0.0516,0.025,0.62,0.1888,0.0598,0.236,0.2302,0.0515,0.1077,N
0,0,0,0,0,0.0035,0.0508,0.75,0.1639,0.1102,0.3596,0.1712,0.0309,0.1194,Y
0,0,0,0.0011,0.001,0.0401,0.0279,0.48,0.1794,0.2278,0.2809,0.2455,0.0206,0.1148,N
0,0,0,0,0.0006,0.0045,0.0073,1,0.0804,0.4651,0.4831,0.1072,0.1134,0.1253,Y
0,0,0,0,0,0,0,0,0,0.635,0.0449,0,0,0.0902,N
0,0,0,0,0,0.0035,0.0102,0.62,0.1293,0.2376,0.1011,0.006,0.0309,0.0738,Y
0.087,0,0.0714,0.0021,0.0058,0.016,0.0261,0.72,0.1948,0.3474,0.1798,0.1173,0.0619,0.137,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0143,0.5252,0.0899,0,0.0103,0.1007,Y
0,0,0,0.0413,0.0199,0.0641,0.0207,0.71,0.1671,0.3474,0.2809,0.2795,0.1031,0.1593,N
0,0,0,0,0,0.0045,0.0254,0.9,0.0925,0.5252,0.1124,0.0923,0.0515,0.0948,Y
0,0,0,0.0021,0.003,0.0175,0.0129,0.56,0.1145,0.3474,0.1798,0.1939,0.0309,0.1405,N
0,0,0,0,0,0.0025,0.0169,0.83,0.0579,0.5252,0.1798,0.0142,0.0309,0.1511,Y
0,0,0,0,0,0.008,0.0136,0.33,0.2109,0.3474,0.1798,0.1551,0,0.1066,N
0,0,0,0,0,0.0015,0,1,0.0624,0.05,0.2135,0.0019,0.0515,0.082,Y
0,0,0,0.0063,0.0052,0.0571,0.0284,0.59,0.1651,0.3474,0.1124,0.1162,0.0412,0.1042,N
0,0,0,0,0,0.0005,0.0169,0.5,0.1141,0.3376,0.2135,0,0.0206,0.1464,Y
0,0,0,0,0,0,0.0169,0,0.9742,0.3474,0,0,0,0.1475,N
0,0,0,0,0,0.0075,0.0169,0.5,0.1213,0.2376,0.618,0.0953,0.0412,0.1241,Y
0,0,0,0,0,0.01,0.0064,0.63,0.0899,0.0598,0.4831,0.4993,0.0103,0.1183,N
0,0,0,0,0,0.0005,0,0.25,0.0547,0.4518,0.0225,0.0362,0,0.1206,Y
0,0,0,0.0423,0.0056,0.0421,0.0539,0.68,0.2458,0.2278,0.1685,0.025,0.0515,0.2494,N
0,0,0,0,0,0.012,0.0678,0.64,0.1519,0.1642,0.2247,0.1794,0.0206,0.2225,Y
0,0,0,0.0011,0,0.005,0.0237,0.33,0.2634,0.671,0.236,0.1805,0,0.1616,N
0,0,0,0,0,0.0015,0.0169,0.75,0.3698,0.411,0.0899,0.0011,0.0206,0.1358,Y
0,0,0,0,0,0.0035,0.0282,1,0.1306,0.1918,0.191,0.0706,0.0928,0.1171,N
0,0,0,0,0,0.0065,0.0226,0.78,0.1983,0.411,0.2022,0.0897,0.0412,0.1183,Y
0,0,0.0357,0,0.0002,0.0045,0.0169,0.6,0.0885,0.671,0.4719,0.404,0.0103,0.1218,N
0,0,0,0,0,0,0,0,0,0.7394,0.1124,0,0,0.123,Y
0,0,0,0,0.003,0.0606,0.1133,0.82,0.2643,0.0958,0.3146,0.1898,0.1753,0.1429,N
0,0,0,0.0063,0.001,0.005,0.0097,0.9,0.0612,0.411,0.1461,0.08,0.1134,0.3747,Y
0,0,0,0.0148,0.0026,0.0641,0.0327,0.87,0.2149,0.1918,0.4607,0.466,0.1237,0.1148,N
0,0,0,0,0,0,0,0,0,0.4518,0.1461,0,0,0.1089,Y
0,0,0,0.0571,0.0249,0.1102,0.0265,0.82,0.2007,0.1918,0.2584,0.2739,0.2062,0.1733,N
0,0,0,0,0,0.007,0.0254,0.8,0.1729,0.1234,0.2022,0.0131,0.134,0.1347,Y
0,0.05,0,0.0751,0.06,0.318,0.0138,0.71,0.2843,0.1918,0.7303,0.7403,0.0515,0.123,N
0,0,0,0,0.006,0.0045,0.0254,0.6,0.0983,0.1234,0.2584,0.003,0.0206,0.1499,Y
0.0435,0,0,0.0011,0.0066,0.1222,0.0175,0.71,0.204,0.1918,0.8539,0.867,0.0928,0.1054,N
0,0,0,0,0,0.0005,0.0169,1,0.0228,0.411,0.2809,0,0.0309,0.1112,Y
0.0435,0.05,0,0,0.0122,0.1072,0.1138,0.47,0.1543,0.0958,0.7978,0.6226,0.0309,0.1382,N
0,0,0,0,0,0,0,0,0,0.7394,0.2809,0,0,0.1417,Y
0,0,0,0,0,0.002,0.0085,0.66,0.347,0.4794,0.4382,0.2765,0.0103,0.0972,N
0,0,0,0,0,0.0015,0.0169,0.75,0.0074,0.411,0.3146,0.0202,0.0412,0.1534,Y
0.0435,0.05,0.0357,0,0.0074,0.1617,0.0359,0.72,0.1918,0.1918,0.7528,0.346,0.0515,0.1183,N
0,0,0,0,0.0018,0.008,0.0052,0.94,0.0988,0.1234,0.4045,0.0833,0.1753,0.1897,Y
0,0,0,0,0.0086,0.0516,0.0086,0.62,0.1481,0.1918,0.4831,0.4499,0.0309,0.1112,N
0,0,0,0,0.0096,0.013,0.0212,0.85,0.088,0.411,0.3933,0.0594,0.0825,0.0164,Y
0,0,0,0,0,0.004,0.0048,0.33,0.0104,0.671,0.3483,0.2044,0,0.1218,N
0,0,0,0,0.0002,0.001,0.0085,1,0.1572,0.1234,0.427,0.0004,0.0412,0.1136,Y
0,0,0,0,0.0004,0.0085,0.0045,0.63,0.1829,0.3834,0.7865,0.6854,0.0206,0.1323,N
0,0,0,0,0,0.0015,0.0508,1,0.0494,0.411,0.5056,0,0.0515,0.1042,Y
0,0,0,0,0.0004,0.0696,0.0305,0.69,0.1982,0.1918,0.427,0.4361,0.0515,0.1124,N
0,0,0,0,0,0.0025,0.0339,0.83,0.1477,0.4518,0.5281,0.0011,0.0309,0.1253,Y
0,0,0,0.0074,0.0082,0.0356,0.0212,0.66,0.134,0.0958,0.7191,0.5176,0.0206,0.219,N
0,0,0,0,0,0.001,0.0339,0.66,0.1805,0.4518,0.5169,0,0.0103,0.1241,Y
0,0,0,0,0.0024,0.0491,0.0409,0.79,0.1732,0.0958,0.6966,0.4828,0.0722,0.1639,N
0,0,0,0,0,0,0,1,0,0.411,0.5393,0,0.0206,0.1885,Y
0,0,0,0,0.0006,0.021,0.0073,0.72,0.1369,0.4794,0.618,0.4581,0.0412,0.2131,N
0,0,0,0,0,0.0025,0,0.33,0.0827,0.1234,0.573,0.5661,0,0.1206,Y
0,0,0,0,0.012,0.2614,0.032,0.64,0.2509,0.1918,0.3258,0.3382,0.0619,0.1077,N
0,0,0,0,0,0,0,0,0,0.7328,0.2022,0,0,0.0925,Y
0,0,0,0,0.012,0.0831,0.0081,0.8,0.2279,0.1918,0.7753,0.7896,0.1546,0.1077,N
0,0,0,0,0,0,0,1,0,0.4176,0.0899,0,0.0206,0.2529,Y
0,0,0,0.0011,0.0484,0.4056,0.0091,0.6,0.1882,0.1918,0.618,0.6394,0.0412,0.0984,N
0,0,0,0,0,0,0,1,0,0.4176,0.1011,0,0.0206,0.185,Y
0,0,0,0,0.0022,0.016,0.0266,0.61,0.2068,0.1918,0.3034,0.2328,0.0412,0.1932,N
0,0,0,0,0,0.001,0.0085,1,0.053,0.13,0.1124,0.0067,0.0412,0.0785,Y
0,0,0,0.037,0.0012,0.03,0.1898,0.68,0.1701,0.1918,0.1685,0.0777,0.1031,0.1956,N
0,0,0,0,0,0.0015,0,0.75,0.1435,0.13,0.2022,0.1611,0.0206,0.2342,Y
0.0435,0,0,0.0011,0.0118,0.1958,0.0386,0.65,0.2214,0.1918,0.8427,0.8393,0.0619,0.1838,N
0,0,0,0,0,0.0005,0.0169,1,0.0447,0.4176,0.2697,0,0.0309,0.1253,Y
0,0,0,0,0.0126,0.0761,0.0102,0.7,0.1225,0.0958,0.6742,0.6678,0.0309,0.0796,N
0,0,0,0,0,0.003,0.0127,0.71,0.0268,0.1576,0.6966,0.0348,0.0309,0.2342,Y
0.0435,0.05,0,0,0.0243,0.0866,0.0462,0.56,0.2754,0.1918,0.4382,0.2261,0.0412,0.0738,N
0,0,0,0,0,0,0,1,0,0.8628,0.0787,0,0.0206,0.1101,Y
0.1304,0.15,0.0714,0.2085,0.0124,0.1297,0.0159,0.61,0.1683,0.3834,0.8315,0.8356,0.0515,0.1499,N
0,0,0,0,0,0.001,0.0339,0,0.049,0.2876,0.1685,0,0.0103,0.1429,Y
0,0,0,0,0.0004,0.0165,0.0127,0.65,0.2123,0.1918,0.2135,0.1484,0.0412,0.0796,N
0,0,0,0,0,0,0,0,0,0.2876,0.3933,0,0,0.1323,Y
0.087,0.1,0,0.182,0.0865,0.2774,0.0271,0.63,0.1764,0.1918,0.809,0.6461,0.0619,0.1674,N
0,0,0,0,0.0004,0.001,0.0085,0.66,0.1644,0.8628,0.5506,0.1442,0.0309,0.0972,Y
0.087,0.1,0.0357,0,0.1523,0.9084,0.0083,0.68,0.2641,0.0958,0.764,0.7896,0.0928,0.096,N
0,0,0,0,0,0,0,0,0,0.4602,0.0225,0,0,0.1628,Y
0.1304,0,0.0714,0,0.06,0.0791,0.0144,0.58,0.1445,0.4794,0.6292,0.4249,0.0206,0.2963,N
0,0,0,0,0.0002,0.0015,0,0.75,0.0361,0.4602,0.4045,0.3019,0.0206,0.1288,Y
0.2174,0.1,0,0,0.0351,0.2003,0.0308,0.78,0.2536,0.0958,0.8764,0.5206,0.1649,0.192,N
0,0,0,0,0.0002,0,0,1,0,0.4026,0.1798,0,0.0206,0.144,Y
0.8696,0.3,0.3214,0,1,0.0861,0.0041,0.43,0.1478,0.3834,0.7753,0.6891,0.0206,0.2459,N
0,0,0,0,0,0.0005,0,1,0.026,0.4026,0.1798,0.003,0.0309,0.2166,Y
0,0,0,0.0021,0.0106,0.1117,0.027,0.58,0.1994,0.0958,0.2247,0.2429,0.0412,0.1112,N
0,0,0,0,0,0.006,0.0271,0.69,0.0819,0.115,0.3933,0.2881,0.0515,0.1475,Y
0,0,0,0.0032,0.002,0.0075,0.0011,0.68,0.0704,0.4794,0.236,0.1801,0.0206,0.1265,N
0,0,0,0.0011,0.002,0.01,0.0339,0.76,0.0633,0.1956,0.0225,0.0206,0.0825,0.2014,Y
0,0,0,0.0519,0.0383,0.1617,0.0158,0.87,0.1779,0.1918,0.382,0.3879,0.5052,0.1218,N
0,0,0,0,0,0.001,0.0169,0.5,0.0476,0.1956,0.0225,0.0277,0.0103,0.1042,Y
0.087,0,0,0.0011,0.0253,0.1662,0.0375,0.7,0.2106,0.3834,0.5281,0.2993,0.0412,0.1323,N
0,0,0,0,0,0.0085,0.0048,0.83,0.1091,0.4832,0.2022,0.1293,0.0515,0.1347,Y
0.1739,0.2,0.1429,0.0275,0.053,0.2449,0.0388,0.76,0.1543,0.0958,0.8876,0.9051,0.1856,0.0984,N
0,0,0,0,0.0004,0.0135,0.0127,0.42,0.2054,0.092,0.2022,0.0228,0.0412,0,Y
0.0435,0.05,0,0,0.0016,0.0836,0.0307,0.41,0.1943,0.3834,0.3933,0.4118,0.0103,0.1148,N
0,0,0,0,0,0,0,0,0,0.7708,0.2809,0,0,0.0691,Y
0.0435,0,0,0.0593,0.0036,0.0155,0.0915,0.46,0.0989,0.3834,0.1236,0.1125,0.0103,0.2166,N
0,0,0,0,0.0004,0.0065,0.0424,0.92,0.2172,0.4035,0.0337,0.0037,0.1443,0.2822,Y
0.0435,0,0,0.0032,0.0048,0.005,0.0017,0.63,0.1251,0.1918,0.5056,0.4451,0.0206,0.1628,N
0,0,0,0,0.0004,0.0075,0.0373,0.62,0.1231,0.4593,0.0337,0.0041,0.0206,0.1827,Y
0.0435,0,0,0.0021,0.0096,0.0596,0.0055,0.72,0.1575,0.0958,0.2809,0.2975,0.0412,0.1171,N
0,0,0,0,0,0.0035,0.1186,0.75,0.1033,0.4035,0.0449,0,0.0206,0.308,Y
0.087,0,0,0.0011,0.0004,0.005,0.0203,0.72,0.1692,0.671,0.1461,0.1069,0.0309,0.1101,N
0,0,0,0,0,0.0025,0.0085,1,0.1524,0.4035,0.0674,0.0101,0.0722,0.1698,Y
0,0,0,0.0085,0.0024,0.012,0.0169,0.6,0.1212,0.4794,0.0449,0.0594,0.0412,0.1112,N
0,0,0,0,0,0,0,0,0.0434,0.7469,0.0674,0.0759,0,0.2096,Y
0,0,0,0,0.0006,0.0005,0.0339,0.33,0.6651,0.3834,0.0337,0,0,0.0925,N
0,0,0,0,0,0.0035,0.0169,0.62,0.1035,0.1717,0.0899,0.0635,0.0619,0.2096,Y
0,0,0,0,0.0008,0.0015,0.0113,0.4,0.4179,0.3834,0.0449,0.0351,0,0.1159,N
0,0,0,0,0,0,0,1,0,0.4035,0.0787,0,0.0206,0.1874,Y
0.0435,0,0,0,0.0175,0.1988,0.0132,0.53,0.1829,0.1918,0.8764,0.7635,0.0309,0.2014,N
0,0,0,0,0,0.006,0.0075,0.92,0.2217,0.1159,0.2697,0.2519,0.134,0.0738,Y
0,0,0,0,0.004,0.0225,0.048,0.95,0.1412,0.1918,0.3034,0.225,0.4639,0.2014,N
0,0,0,0,0.0012,0.0045,0.1525,1,0.1121,0.4035,0.0899,0,0.1134,0.0422,Y
0.1304,0.1,0,0.4995,0.1983,0.5288,0.0142,0.81,0.2518,0.1918,0.382,0.3972,0.134,0.2213,N
0,0,0,0.0159,0.0048,0.0571,0.0913,0.65,0.2698,0.4035,0.2022,0.1256,0.0206,0.2705,Y
0,0,0,0,0,0,0.0169,1,0.9948,0.3612,0.2697,0,0.0309,0.096,N
0,0,0,0,0,0.0025,0.0847,0.83,0.1277,0.4035,0.3933,0,0.0309,0.1148,Y
0.0435,0,0,0,0.0004,0.022,0.0177,0.6,0.1424,0.214,0.5056,0.3124,0.0206,0.1569,N
0,0,0,0,0,0.0145,0.0395,0.56,0.1521,0.1717,0.6629,0.3434,0.0103,0.3349,Y
0.0435,0,0,0,0.0072,0.1808,0.023,0.45,0.2618,0.3612,0.427,0.4354,0.0206,0.0504,N
0,0,0,0,0,0.0015,0.0056,0.25,0.0691,0.4593,0.4045,0.1906,0,0.1522,Y
0.0435,0,0,0.0011,0.1811,0.5904,0.0532,0.77,0.2392,0.0736,0.9663,0.9794,0.3196,0.2272,N
0,0,0,0,0.0004,0.0381,0.0138,0.62,0.2339,0.4593,0.4382,0.4484,0.0206,0.1405,Y
0,0,0,0,0,0.003,0.0127,0.85,0.0902,0.0736,0.1236,0.0146,0.0722,0.1569,N
0,0,0,0,0,0.0005,0.0169,0.5,0.002,0.4593,0.427,0,0.0103,0.0913,Y
0,0,0,0.0497,0.002,0.0025,0.0085,0.5,0.0306,0.214,0.1348,0.1143,0.0206,0.0562,N
0,0,0,0,0,0.001,0.0339,0.66,0.0339,0.1159,0.427,0,0.0103,0.1206,Y
0,0,0,0.019,0.0132,0.0145,0.0181,0.77,0.238,0.0736,0.4045,0.1764,0.0515,0.1019,N
0,0,0,0,0,0,0,0,0,0.1717,0.427,0,0.0103,0.1007,Y
0.0435,0,0,0,0.0096,0.0501,0.0131,0.65,0.1487,0.3612,0.7191,0.7093,0.0309,0.2049,N
0,0,0,0,0,0.0005,0,1,0.0566,0.4035,0.4382,0.0045,0.0309,0.1827,Y
0.0435,0.1,0.0357,0,0.0014,0.0105,0.0169,0.59,0.1182,0.0736,0.7079,0.3797,0.0206,0.1604,N
0,0,0,0,0,0.005,0.0017,0.81,0.101,0.7469,0.4831,0.4776,0.0309,0.1393,Y
0.0435,0.25,0.1071,0,0.0024,0.0295,0.006,0.7,0.1622,0.7892,0.8315,0.7291,0.0412,0.1265,N
0,0,0,0,0,0.001,0.0085,0.33,0.0509,0.4593,0.809,0.3741,0,0.0995,Y
0.1304,0.05,0.0357,0,0.0004,0.0055,0.0015,0.58,0.1054,0.0736,0.5618,0.42,0.0103,0.123,N
0,0,0,0,0,0,0,0,0,0.7469,0.2247,0,0,0.0913,Y
0.2174,0.15,0.0714,0.1365,0.3922,1,0.0861,0.68,0.2987,0.214,0.5169,0.5377,0.0928,0.1054,N
0,0,0,0,0,0.002,0.0254,0.8,0.0289,0.1159,0.2584,0.0007,0.0206,0.0632,Y
0,0,0,0.0011,0.0028,0.006,0.0932,0.69,0.1021,0.0736,0.4045,0.1222,0.1031,0.1593,N
0,0,0,0,0,0.0035,0,0.5,0.0448,0.7469,0.3596,0.1824,0.0103,0.1628,Y
0.4783,0.55,0.2857,0.273,0.279,0.8473,0.0173,0.78,0.2874,0.0736,0.7191,0.7287,0.1856,0.1511,N
0,0,0,0,0,0.004,0.0593,0.88,0.0892,0.4035,0.2697,0.0004,0.0928,0.1651,Y
0,0,0,0,0,0,0.0169,0,0.9845,0.3287,0.2472,0,0,0.1066,N
0,0,0,0,0,0.0005,0,0.5,0.0307,0.4593,0.3483,0.0291,0.0103,0.0094,Y
0.0435,0,0,0,0,0.001,0,0.33,0.0414,0.3287,0.4719,0.2403,0,0.0468,N
0,0,0,0,0,0,0,1,0,0.4035,0.3258,0,0.0206,0.2061,Y
0,0,0,0,0.0028,0.002,0.0113,0.6,0.0993,0.2465,0.4944,0.1506,0.0206,0.2037,N
0,0,0,0,0.0002,0.0015,0.0169,0.25,0.0868,0.4593,0.3371,0.0045,0,0.1499,Y
0,0,0.0357,0,0.0044,0.0005,0.0085,0.33,0.6574,0.3287,0.1573,0.0646,0,0.1112,N
0,0,0,0,0.0004,0.001,0.0339,1,0.9822,0.4035,0.3596,0,0.0412,0.2166,Y
0.087,0,0,0,0.0004,0.002,0,0.2,0.1327,0.3287,0.4494,0.2971,0,0.1101,N
0,0,0,0,0,0,0,0,0,0.4593,0.3596,0,0,0.1253,Y
0,0,0,0,0.011,0.1222,0.0222,0.5,0.2432,0.0411,0.5056,0.4652,0.0206,0.1499,N
0,0,0,0,0,0,0,1,0,0.1159,0.3708,0,0.0206,0.1323,Y
0,0,0,0,0.0054,0.029,0.0096,0.86,0.1472,0.2465,0.3371,0.3513,0.134,0.0761,N
